Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 37_level_0_Matches
2316,André Silva,pt POR,"FW,MF",RB Leipzig,de Bundesliga,29-123,1995,8,0,132,1.5,1,2,3,0,1,1,0,0,1.3,0.5,0.6,1.1,6,4,11,0.68,1.36,2.05,0.00,1.36,0.90,0.38,1.28,0.36,0.74,Matches
2317,Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,30-211,1994,25,22,2023,22.5,2,4,6,2,0,0,5,0,3.0,3.0,4.1,7.1,80,95,166,0.09,0.18,0.27,0.09,0.27,0.13,0.18,0.32,0.13,0.32,Matches
2318,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,27-221,1997,18,12,1158,12.9,0,4,4,0,0,0,1,0,0.1,0.1,4.2,4.3,34,69,94,0.00,0.31,0.31,0.00,0.31,0.01,0.33,0.34,0.01,0.34,Matches
2319,Fábio Silva,pt POR,FW,Las Palmas,es La Liga,22-233,2002,18,16,1338,14.9,7,2,9,6,1,2,7,0,6.6,5.0,0.8,5.8,24,18,86,0.47,0.13,0.61,0.40,0.54,0.44,0.05,0.50,0.34,0.39,Matches
2320,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,eng Premier League,25-220,1999,24,4,715,7.9,1,1,2,1,0,0,4,0,1.0,1.0,2.8,3.8,17,13,45,0.13,0.13,0.25,0.13,0.25,0.13,0.36,0.48,0.13,0.48,Matches
2321,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,eng Premier League,18-310,2006,2,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2322,Rui Silva,pt POR,GK,Betis,es La Liga,31-030,1994,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
2323,Marco Silvestri,it ITA,GK,Empoli,it Serie A,34-007,1991,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2324,Abdallah Sima,sn SEN,"FW,MF",Brest,fr Ligue 1,23-265,2001,19,9,856,9.5,3,2,5,3,0,0,2,0,2.9,2.9,0.8,3.8,29,21,65,0.32,0.21,0.53,0.32,0.53,0.31,0.09,0.40,0.31,0.40,Matches
2325,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,24-310,2000,1,1,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,3,7,4,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.46,0.00,0.46,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
2326,Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,29-247,1995,22,1,358,4.0,1,1,2,1,0,0,1,0,1.6,1.6,0.5,2.1,9,4,23,0.25,0.25,0.50,0.25,0.50,0.40,0.13,0.54,0.40,0.54,Matches
2327,Giuliano Simeone,ar ARG,"MF,DF",Atlético Madrid,es La Liga,22-081,2002,21,15,1120,12.4,1,4,5,1,0,0,3,0,1.8,1.8,2.9,4.7,42,28,111,0.08,0.32,0.40,0.08,0.40,0.15,0.23,0.38,0.15,0.38,Matches
2328,Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,29-240,1995,22,22,1810,20.1,6,7,13,3,3,3,1,0,4.5,2.2,5.4,7.6,113,46,169,0.30,0.35,0.65,0.15,0.50,0.22,0.27,0.49,0.11,0.38,Matches
2329,Unai Simón,es ESP,GK,Athletic Club,es La Liga,27-271,1997,9,9,810,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2330,Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,21-322,2003,17,17,1461,16.2,6,3,9,6,0,0,4,0,3.1,3.1,5.1,8.2,59,96,124,0.37,0.18,0.55,0.37,0.55,0.19,0.31,0.51,0.19,0.51,Matches
2331,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,eng Premier League,19-125,2005,2,1,96,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2332,Danel Sinani,lu LUX,"FW,MF",St. Pauli,de Bundesliga,27-338,1997,17,5,510,5.7,1,1,2,1,0,0,2,0,0.4,0.4,1.0,1.4,7,30,24,0.18,0.18,0.35,0.18,0.35,0.08,0.17,0.24,0.08,0.24,Matches
2333,Lassine Sinayoko,ml MLI,"FW,MF",Auxerre,fr Ligue 1,25-091,1999,24,18,1606,17.8,2,4,6,1,1,1,4,0,4.6,3.8,3.4,7.2,40,47,138,0.11,0.22,0.34,0.06,0.28,0.26,0.19,0.45,0.21,0.41,Matches
2334,Wilfried Singo,ci CIV,DF,Monaco,fr Ligue 1,24-074,2000,18,14,1286,14.3,1,2,3,1,0,0,3,0,1.4,1.4,1.4,2.9,23,72,17,0.07,0.14,0.21,0.07,0.21,0.10,0.10,0.20,0.10,0.20,Matches
2335,Luis Sinisterra,co COL,"FW,MF",Bournemouth,eng Premier League,25-265,1999,10,1,217,2.4,1,1,2,1,0,0,0,0,1.2,1.2,1.0,2.2,15,5,32,0.41,0.41,0.83,0.41,0.83,0.49,0.40,0.89,0.49,0.89,Matches
2336,Daley Sinkgraven,nl NED,DF,Las Palmas,es La Liga,29-248,1995,2,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,7,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
2337,Tobias Sippel,de GER,GK,Gladbach,de Bundesliga,36-352,1988,1,0,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2338,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,es La Liga,29-183,1995,10,6,539,6.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,6,36,3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
2339,Ayanda Sishuba,be BEL,FW,Rennes,fr Ligue 1,20-035,2005,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2340,Ibrahim Sissoko,ml MLI,FW,Saint-Étienne,fr Ligue 1,29-102,1995,16,8,808,9.0,3,1,4,2,1,1,1,0,4.3,3.5,0.6,4.1,13,11,34,0.33,0.11,0.45,0.22,0.33,0.48,0.06,0.54,0.39,0.46,Matches
2341,Ibrahima Sissoko,ml MLI,MF,Bochum,de Bundesliga,27-133,1997,24,22,1962,21.8,2,1,3,2,0,0,6,0,1.2,1.2,0.8,2.0,27,79,46,0.09,0.05,0.14,0.09,0.14,0.05,0.04,0.09,0.05,0.09,Matches
2342,Niama Sissoko,ml MLI,"FW,MF",Reims,fr Ligue 1,19-083,2005,4,0,47,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,1,2,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.54,0.54,0.54,Matches
2343,Antonio Sivera,es ESP,GK,Alavés,es La Liga,28-210,1996,23,23,2000,22.2,0,0,0,0,0,0,4,1,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2344,Tim Skarke,de GER,"FW,MF",Union Berlin,de Bundesliga,28-183,1996,23,8,828,9.2,0,1,1,0,0,0,1,0,1.8,1.8,0.8,2.7,22,19,71,0.00,0.11,0.11,0.00,0.11,0.20,0.09,0.29,0.20,0.29,Matches
2345,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,de Bundesliga,29-303,1995,21,18,1535,17.1,0,1,1,0,0,0,5,0,0.6,0.6,1.1,1.6,8,71,20,0.00,0.06,0.06,0.00,0.06,0.03,0.06,0.10,0.03,0.10,Matches
2346,Oliver Skipp,eng ENG,MF,Leicester City,eng Premier League,24-174,2000,16,7,779,8.7,0,0,0,0,0,0,4,0,0.1,0.1,0.2,0.3,14,23,14,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.01,0.04,Matches
2347,Leo Skiri Østigård,no NOR,DF,Rennes,fr Ligue 1,25-101,1999,16,14,1227,13.6,1,0,1,1,0,0,4,0,0.7,0.7,0.2,0.9,3,50,1,0.07,0.00,0.07,0.07,0.07,0.05,0.02,0.07,0.05,0.07,Matches
2348,Leo Skiri Østigård,no NOR,DF,Hoffenheim,de Bundesliga,25-101,1999,3,3,270,3.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,13,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
2349,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,33-308,1991,19,19,1710,19.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2350,Andreas Skov Olsen,dk DEN,"MF,FW",Wolfsburg,de Bundesliga,25-070,1999,6,2,266,3.0,0,1,1,0,0,0,0,0,0.3,0.3,1.3,1.6,12,9,18,0.00,0.34,0.34,0.00,0.34,0.10,0.44,0.54,0.10,0.54,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
2351,Robert Skov,dk DEN,"DF,MF",Union Berlin,de Bundesliga,28-293,1996,15,11,852,9.5,2,2,4,1,1,1,1,0,1.7,0.9,2.4,3.3,25,36,45,0.21,0.21,0.42,0.11,0.32,0.18,0.25,0.43,0.10,0.35,Matches
2352,Milan Škriniar,sk SVK,DF,Paris S-G,fr Ligue 1,30-026,1995,5,4,382,4.2,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,3,20,0,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
2353,Steven Skrzybski,de GER,"FW,MF",Holstein Kiel,de Bundesliga,32-111,1992,15,7,707,7.9,6,1,7,5,1,1,0,0,3.0,2.2,1.0,3.2,8,31,41,0.76,0.13,0.89,0.64,0.76,0.38,0.13,0.51,0.28,0.41,Matches
2354,Naatan Skyttä,fi FIN,FW,Toulouse,fr Ligue 1,22-306,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2355,William Smallbone,ie IRL,MF,Southampton,eng Premier League,25-016,2000,12,6,555,6.2,1,0,1,1,0,0,1,0,0.4,0.4,0.6,1.0,4,22,18,0.16,0.00,0.16,0.16,0.16,0.06,0.10,0.17,0.06,0.17,Matches
2356,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,33-314,1991,17,12,1035,11.5,0,0,0,0,0,0,4,0,0.6,0.6,0.1,0.7,7,31,16,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches
2357,Eric Smith,se SWE,"DF,MF",St. Pauli,de Bundesliga,28-060,1997,23,23,2017,22.4,1,0,1,1,0,0,5,0,1.1,1.1,1.2,2.3,10,69,5,0.04,0.00,0.04,0.04,0.04,0.05,0.05,0.10,0.05,0.10,Matches
2358,Justin Smith,ca CAN,MF,Espanyol,es La Liga,22-033,2003,5,3,209,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,6,7,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
2359,Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,24-224,2000,25,21,1653,18.4,5,2,7,5,0,0,1,0,4.1,4.1,1.1,5.2,50,104,96,0.27,0.11,0.38,0.27,0.38,0.22,0.06,0.28,0.22,0.28,Matches
2360,Ivan Smolčić,hr CRO,DF,Como,it Serie A,24-204,2000,5,5,415,4.6,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,1,20,7,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
2361,Eduard Sobol,ua UKR,DF,Strasbourg,fr Ligue 1,29-323,1995,7,0,75,0.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2362,Simon Sohm,ch SUI,MF,Parma,it Serie A,23-332,2001,28,27,2295,25.5,4,0,4,4,0,0,4,0,2.6,2.6,1.7,4.4,58,117,46,0.16,0.00,0.16,0.16,0.16,0.10,0.07,0.17,0.10,0.17,Matches
2363,Alex Sola,es ESP,"MF,FW",Getafe,es La Liga,25-273,1999,19,13,1029,11.4,0,1,1,0,0,0,4,0,1.0,1.0,0.7,1.6,24,23,61,0.00,0.09,0.09,0.00,0.09,0.08,0.06,0.14,0.08,0.14,Matches
2364,Dominic Solanke,eng ENG,FW,Tottenham,eng Premier League,27-176,1997,18,18,1598,17.8,7,3,10,7,0,0,0,0,8.5,8.5,2.6,11.0,27,37,71,0.39,0.17,0.56,0.39,0.56,0.48,0.14,0.62,0.48,0.62,Matches
2365,Ola Solbakken,no NOR,"MF,FW",Empoli,it Serie A,26-183,1998,14,6,591,6.6,0,0,0,0,0,0,1,0,0.8,0.8,0.4,1.2,13,15,25,0.00,0.00,0.00,0.00,0.00,0.12,0.06,0.18,0.12,0.18,Matches
2366,Carlos Soler,es ESP,"MF,FW",West Ham,eng Premier League,28-066,1997,22,12,1064,11.8,1,1,2,1,0,0,5,0,1.2,1.2,1.1,2.3,11,44,21,0.08,0.08,0.17,0.08,0.17,0.10,0.09,0.19,0.10,0.19,Matches
2367,Oumar Solet,fr FRA,DF,Udinese,it Serie A,25-030,2000,8,8,682,7.6,0,1,1,0,0,0,2,1,0.3,0.3,0.4,0.7,5,22,1,0.00,0.13,0.13,0.00,0.13,0.04,0.05,0.10,0.04,0.10,Matches
2368,Jhon Solis,co COL,MF,Girona,es La Liga,20-157,2004,13,2,418,4.6,1,0,1,1,0,0,2,0,0.6,0.6,0.1,0.7,6,26,11,0.22,0.00,0.22,0.22,0.22,0.13,0.02,0.14,0.13,0.14,Matches
2369,Yann Sommer,ch SUI,GK,Inter,it Serie A,36-082,1988,25,25,2250,25.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2370,David Soria,es ESP,GK,Getafe,es La Liga,31-339,1993,26,26,2340,26.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2371,Juan Soriano,es ESP,GK,Leganés,es La Liga,27-198,1997,6,6,540,6.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2372,Borna Sosa,hr CRO,DF,Torino,it Serie A,27-047,1998,19,14,1181,13.1,0,0,0,0,0,0,0,0,0.3,0.3,0.7,1.0,13,51,49,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07,Matches
2373,Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,eng Premier League,25-190,1999,14,1,241,2.7,1,0,1,1,0,0,1,0,0.9,0.9,0.4,1.4,10,4,14,0.37,0.00,0.37,0.37,0.37,0.35,0.15,0.51,0.35,0.51,Matches
2374,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,21-080,2003,18,12,1046,11.6,0,0,0,0,0,0,4,0,0.1,0.1,1.3,1.4,18,70,30,0.00,0.00,0.00,0.00,0.00,0.01,0.11,0.12,0.01,0.12,Matches
2375,Florian Sotoca,fr FRA,"FW,MF",Lens,fr Ligue 1,34-135,1990,23,17,1406,15.6,1,1,2,1,0,0,2,0,3.6,3.6,1.3,4.9,36,88,132,0.06,0.06,0.13,0.06,0.13,0.23,0.09,0.31,0.23,0.31,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
2376,Riccardo Sottil,it ITA,"FW,MF",Fiorentina,it Serie A,25-279,1999,18,8,833,9.3,1,1,2,1,0,0,1,0,0.9,0.9,0.9,1.7,71,18,100,0.11,0.11,0.22,0.11,0.22,0.09,0.09,0.19,0.09,0.19,Matches
2377,Riccardo Sottil,it ITA,"FW,MF",Milan,it Serie A,25-279,1999,3,1,82,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,10,0,12,0.00,0.00,0.00,0.00,0.00,0.19,0.30,0.49,0.19,0.49,Matches
2378,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,30-010,1995,25,22,1929,21.4,6,1,7,6,0,0,8,0,4.4,4.4,1.0,5.4,4,61,53,0.28,0.05,0.33,0.28,0.33,0.20,0.05,0.25,0.20,0.25,Matches
2379,Matìas Soulé,ar ARG,"MF,FW",Roma,it Serie A,21-328,2003,16,11,879,9.8,2,1,3,2,0,0,2,0,1.8,1.8,2.0,3.8,47,41,94,0.20,0.10,0.31,0.20,0.31,0.19,0.20,0.39,0.19,0.39,Matches
2380,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,26-010,1999,20,16,1435,15.9,0,0,0,0,0,0,8,0,0.2,0.2,0.3,0.5,25,69,20,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
2381,Issa Soumaré,sn SEN,"MF,FW",Le Havre,fr Ligue 1,24-150,2000,19,12,1121,12.5,3,2,5,3,0,0,0,0,2.5,2.5,1.4,3.8,29,25,85,0.24,0.16,0.40,0.24,0.40,0.20,0.11,0.31,0.20,0.31,Matches
2382,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,28-031,1997,21,16,1401,15.6,1,1,2,1,0,0,4,0,1.9,1.9,0.6,2.5,16,78,33,0.06,0.06,0.13,0.06,0.13,0.12,0.04,0.16,0.12,0.16,Matches
2383,Saidou Sow,gn GUI,DF,Strasbourg,fr Ligue 1,22-248,2002,12,11,1018,11.3,0,1,1,0,0,0,2,0,0.3,0.3,0.2,0.5,0,16,2,0.00,0.09,0.09,0.00,0.09,0.03,0.01,0.04,0.03,0.04,Matches
2384,Saidou Sow,gn GUI,DF,Nantes,fr Ligue 1,22-248,2002,6,6,540,6.0,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.6,2,13,0,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09,Matches
2385,Djed Spence,eng ENG,DF,Tottenham,eng Premier League,24-212,2000,14,9,884,9.8,1,1,2,1,0,0,3,1,0.3,0.3,1.5,1.7,31,51,44,0.10,0.10,0.20,0.10,0.20,0.03,0.15,0.18,0.03,0.18,Matches
2386,Leonardo Spinazzola,it ITA,"DF,FW",Napoli,it Serie A,31-349,1993,18,9,808,9.0,1,1,2,1,0,0,1,0,0.3,0.3,2.2,2.4,50,45,48,0.11,0.11,0.22,0.11,0.22,0.03,0.24,0.27,0.03,0.27,Matches
2387,Marco Sportiello,it ITA,GK,Milan,it Serie A,32-303,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2388,Anton Stach,de GER,"MF,DF",Hoffenheim,de Bundesliga,26-114,1998,21,20,1784,19.8,1,1,2,1,0,0,5,0,1.3,1.3,1.1,2.4,21,107,27,0.05,0.05,0.10,0.05,0.10,0.07,0.05,0.12,0.07,0.12,Matches
2389,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,28-121,1996,19,17,1456,16.2,7,5,12,7,0,0,6,0,4.9,4.9,2.4,7.3,18,65,59,0.43,0.31,0.74,0.43,0.74,0.30,0.15,0.45,0.30,0.45,Matches
2390,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,24-341,2000,5,1,179,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,5,18,6,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
2391,Filip Stankovic,rs SRB,GK,Venezia,it Serie A,23-012,2002,16,16,1367,15.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2392,Jay Stansfield,eng ENG,MF,Fulham,eng Premier League,22-105,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2393,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,29-281,1995,24,22,1986,22.1,1,0,1,1,0,0,5,0,0.5,0.5,0.2,0.7,6,51,1,0.05,0.00,0.05,0.05,0.05,0.02,0.01,0.03,0.02,0.03,Matches
2394,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,29-329,1995,18,17,1386,15.4,0,1,1,0,0,0,4,1,0.5,0.5,0.1,0.6,6,38,2,0.00,0.06,0.06,0.00,0.06,0.03,0.01,0.04,0.03,0.04,Matches
2395,Lucas Stassin,be BEL,FW,Saint-Étienne,fr Ligue 1,20-101,2004,21,16,1284,14.3,5,4,9,5,0,0,3,0,4.4,4.4,2.7,7.1,18,22,109,0.35,0.28,0.63,0.35,0.63,0.31,0.19,0.50,0.31,0.50,Matches
2396,Jason Steele,eng ENG,GK,Brighton,eng Premier League,34-203,1990,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2397,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,es La Liga,20-192,2004,18,7,703,7.8,3,0,3,3,0,0,0,0,4.7,4.7,0.2,4.9,4,8,42,0.38,0.00,0.38,0.38,0.38,0.61,0.02,0.63,0.61,0.63,Matches
2398,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,28-354,1996,5,2,132,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,6,6,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
2399,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,31-041,1994,11,10,803,8.9,0,0,0,0,0,0,2,2,0.3,0.3,0.1,0.4,11,43,1,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
2400,Leonidas Stergiou,ch SUI,DF,Stuttgart,de Bundesliga,23-006,2002,8,7,531,5.9,0,1,1,0,0,0,0,1,0.1,0.1,0.0,0.1,6,27,11,0.00,0.17,0.17,0.00,0.17,0.02,0.01,0.02,0.02,0.02,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
2401,Raheem Sterling,eng ENG,"FW,MF",Arsenal,eng Premier League,30-091,1994,12,4,310,3.4,0,1,1,0,0,0,1,0,1.0,1.0,0.3,1.3,18,14,57,0.00,0.29,0.29,0.00,0.29,0.30,0.08,0.38,0.30,0.38,Matches
2402,Enzo Sternal,fr FRA,"FW,MF",Marseille,fr Ligue 1,17-285,2007,2,0,24,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,Matches
2403,Finley Stevens,wls WAL,DF,St. Pauli,de Bundesliga,21-333,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2404,Ross Stewart,sct SCO,"FW,MF",Southampton,eng Premier League,28-241,1996,4,1,132,1.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,1,5,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
2405,Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,23-339,2001,25,24,2186,24.3,1,5,6,1,0,0,4,0,1.0,1.0,4.7,5.8,28,217,49,0.04,0.21,0.25,0.04,0.25,0.04,0.20,0.24,0.04,0.24,Matches
2406,Kevin Stöger,at AUT,"MF,FW",Gladbach,de Bundesliga,31-194,1993,24,14,1288,14.3,2,3,5,1,1,1,2,0,2.6,1.8,5.1,6.9,33,102,87,0.14,0.21,0.35,0.07,0.28,0.18,0.35,0.53,0.13,0.48,Matches
2407,Stoichkov,es ESP,"MF,FW",Alavés,es La Liga,31-124,1993,16,6,699,7.8,0,1,1,0,0,0,1,0,1.1,1.1,1.2,2.3,9,26,41,0.00,0.13,0.13,0.00,0.13,0.14,0.15,0.30,0.14,0.30,Matches
2408,Petar Stojanović,si SVN,MF,Empoli,it Serie A,29-153,1995,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2409,Jakub Stolarczyk,pl POL,GK,Leicester City,eng Premier League,24-080,2000,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2410,John Stones,eng ENG,"DF,MF",Manchester City,eng Premier League,30-285,1994,11,6,548,6.1,2,0,2,2,0,0,1,0,0.4,0.4,0.1,0.5,10,21,2,0.33,0.00,0.33,0.33,0.33,0.07,0.01,0.08,0.07,0.08,Matches
