Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 37_level_0_Matches
1591,Adam Marušić,me MNE,DF,Lazio,it Serie A,32-143,1992,25,16,1553,17.3,3,0,3,3,0,0,1,0,1.5,1.5,0.4,2.0,15,56,59,0.17,0.00,0.17,0.17,0.17,0.09,0.03,0.11,0.09,0.11,Matches
1592,Marvin,es ESP,"DF,FW",Las Palmas,es La Liga,24-249,2000,11,6,549,6.1,0,0,0,0,0,0,3,0,0.1,0.1,0.7,0.8,18,17,35,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.13,0.02,0.13,Matches
1593,Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,32-035,1993,22,15,1413,15.7,0,0,0,0,0,0,4,1,0.2,0.2,0.1,0.3,7,52,9,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.01,0.02,Matches
1594,Adam Masina,ma MAR,DF,Torino,it Serie A,31-066,1994,20,15,1452,16.1,1,2,3,1,0,0,5,0,0.2,0.2,0.3,0.5,13,61,7,0.06,0.12,0.19,0.06,0.19,0.01,0.02,0.03,0.01,0.03,Matches
1595,Patrizio Masini,it ITA,MF,Genoa,it Serie A,24-041,2001,16,6,685,7.6,1,0,1,1,0,0,2,0,0.4,0.4,0.1,0.5,11,22,10,0.13,0.00,0.13,0.13,0.13,0.05,0.02,0.06,0.05,0.06,Matches
1596,Giorgos Masouras,gr GRE,"FW,MF",Bochum,de Bundesliga,31-067,1994,5,5,411,4.6,2,0,2,2,0,0,0,0,2.6,2.6,0.7,3.3,13,8,31,0.44,0.00,0.44,0.44,0.44,0.57,0.15,0.72,0.57,0.72,Matches
1597,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,26-107,1998,14,10,852,9.5,1,1,2,1,0,0,1,0,0.6,0.6,0.9,1.5,1,32,3,0.11,0.11,0.21,0.11,0.21,0.07,0.09,0.16,0.07,0.16,Matches
1598,Han-Noah Massengo,fr FRA,MF,Auxerre,fr Ligue 1,23-245,2001,8,5,462,5.1,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,5,16,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
1599,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,32-122,1992,21,20,1807,20.1,0,3,3,0,0,0,4,0,0.2,0.2,1.2,1.4,16,72,23,0.00,0.15,0.15,0.00,0.15,0.01,0.06,0.07,0.01,0.07,Matches
1600,Jaime Mata,es ESP,FW,Las Palmas,es La Liga,36-136,1988,22,3,469,5.2,0,0,0,0,0,0,5,0,1.9,1.9,0.1,2.1,6,7,27,0.00,0.00,0.00,0.00,0.00,0.37,0.03,0.40,0.37,0.40,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1601,Igor Matanovic,hr CRO,FW,Eint Frankfurt,de Bundesliga,21-343,2003,15,2,303,3.4,1,0,1,1,0,0,0,0,1.1,1.1,0.0,1.2,2,6,19,0.30,0.00,0.30,0.30,0.30,0.34,0.01,0.35,0.34,0.35,Matches
1602,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,22-176,2002,26,15,1306,14.5,2,2,4,2,0,0,5,0,3.0,3.0,1.4,4.4,23,70,38,0.14,0.14,0.28,0.14,0.28,0.21,0.10,0.30,0.21,0.30,Matches
1603,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,23-022,2002,3,1,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,7,3,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Matches
1604,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,27-254,1997,27,25,2132,23.7,12,2,14,10,2,2,2,0,11.3,9.7,3.0,12.7,31,42,100,0.51,0.08,0.59,0.42,0.51,0.48,0.13,0.60,0.41,0.53,Matches
1605,Nemanja Matić,rs SRB,MF,Lyon,fr Ligue 1,36-220,1988,20,18,1500,16.7,0,1,1,0,0,0,0,0,0.0,0.0,1.1,1.1,29,118,12,0.00,0.06,0.06,0.00,0.06,0.00,0.07,0.07,0.00,0.07,Matches
1606,Chrislain Matsima,fr FRA,DF,Augsburg,de Bundesliga,22-298,2002,21,19,1741,19.3,1,0,1,1,0,0,4,0,1.4,1.4,0.1,1.4,11,57,9,0.05,0.00,0.05,0.05,0.05,0.07,0.00,0.07,0.07,0.07,Matches
1607,Jean Mattéo Bahoya,fr FRA,MF,Eint Frankfurt,de Bundesliga,19-306,2005,15,2,338,3.8,0,2,2,0,0,0,2,0,0.2,0.2,0.8,1.1,10,12,46,0.00,0.53,0.53,0.00,0.53,0.06,0.22,0.28,0.06,0.28,Matches
1608,Alan Matturro,uy URU,DF,Genoa,it Serie A,20-149,2004,10,8,767,8.5,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,11,14,8,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
1609,Azor Matusiwa,nl NED,MF,Rennes,fr Ligue 1,26-315,1998,20,17,1499,16.7,0,0,0,0,0,0,2,0,0.2,0.2,0.8,1.1,8,96,10,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,Matches
1610,Neal Maupay,fr FRA,FW,Marseille,fr Ligue 1,28-207,1996,18,12,915,10.2,4,4,8,4,0,0,3,1,3.7,3.7,2.2,5.9,11,32,65,0.39,0.39,0.79,0.39,0.79,0.36,0.21,0.58,0.36,0.58,Matches
1611,Maurides,br BRA,FW,St. Pauli,de Bundesliga,30-364,1994,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1612,Stephy Mavididi,eng ENG,FW,Leicester City,eng Premier League,26-282,1998,25,14,1381,15.3,3,1,4,3,0,0,2,0,1.6,1.6,2.4,4.0,74,53,113,0.20,0.07,0.26,0.20,0.26,0.10,0.16,0.26,0.10,0.26,Matches
1613,Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,27-088,1997,23,16,1546,17.2,0,0,0,0,0,0,4,1,1.2,1.2,0.5,1.7,12,49,2,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.10,0.07,0.10,Matches
1614,Christian Mawissa,fr FRA,DF,Monaco,fr Ligue 1,19-325,2005,15,12,1037,11.5,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,8,23,8,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
1615,Keke Maximilian Topp,de GER,"FW,MF",Werder Bremen,de Bundesliga,20-349,2004,13,1,214,2.4,1,2,3,1,0,0,1,0,0.7,0.7,1.7,2.5,8,5,20,0.42,0.84,1.26,0.42,1.26,0.31,0.73,1.05,0.31,1.05,Matches
1616,Borja Mayoral,es ESP,FW,Getafe,es La Liga,27-338,1997,12,2,486,5.4,4,0,4,3,1,1,0,0,2.8,2.0,0.3,2.3,2,10,20,0.74,0.00,0.74,0.56,0.56,0.52,0.06,0.58,0.37,0.43,Matches
1617,Senny Mayulu,fr FRA,MF,Paris S-G,fr Ligue 1,18-296,2006,13,5,472,5.2,1,0,1,1,0,0,1,0,2.1,2.1,0.7,2.8,18,24,40,0.19,0.00,0.19,0.19,0.19,0.40,0.14,0.54,0.40,0.54,Matches
1618,Noussair Mazraoui,ma MAR,DF,Manchester Utd,eng Premier League,27-115,1997,27,24,2038,22.6,0,1,1,0,0,0,2,0,0.5,0.5,0.8,1.3,28,86,41,0.00,0.04,0.04,0.00,0.04,0.02,0.04,0.06,0.02,0.06,Matches
1619,Luca Mazzitelli,it ITA,MF,Como,it Serie A,29-114,1995,11,3,335,3.7,1,1,2,1,0,0,1,0,0.2,0.2,0.6,0.8,2,27,14,0.27,0.27,0.54,0.27,0.54,0.06,0.15,0.21,0.06,0.21,Matches
1620,Pasquale Mazzocchi,it ITA,"DF,FW",Napoli,it Serie A,29-225,1995,16,6,611,6.8,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,15,22,37,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08,Matches
1621,Samuel Mbangula,be BEL,FW,Juventus,it Serie A,21-052,2004,19,7,661,7.3,3,3,6,3,0,0,1,0,0.5,0.5,1.1,1.6,25,17,41,0.41,0.41,0.82,0.41,0.82,0.06,0.15,0.21,0.06,0.21,Matches
1622,Ethan Mbappé,fr FRA,"MF,FW",Lille,fr Ligue 1,18-070,2006,7,1,199,2.2,0,0,0,0,0,0,2,0,1.0,1.0,1.5,2.5,5,8,28,0.00,0.00,0.00,0.00,0.00,0.47,0.67,1.14,0.47,1.14,Matches
1623,Kylian Mbappé,fr FRA,FW,Real Madrid,es La Liga,26-079,1998,24,24,2072,23.0,17,3,20,12,5,6,3,0,16.7,11.9,4.8,16.7,106,99,288,0.74,0.13,0.87,0.52,0.65,0.72,0.21,0.93,0.52,0.73,Matches
1624,Ibrahim Mbaye,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,17-044,2008,5,1,87,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,3,3,15,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27,Matches
1625,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,25-214,1999,28,28,2514,27.9,15,4,19,11,4,4,2,0,8.9,5.7,6.5,12.2,96,108,271,0.54,0.14,0.68,0.39,0.54,0.32,0.23,0.55,0.20,0.44,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1626,James Mcatee,eng ENG,"MF,FW",Manchester City,eng Premier League,22-142,2002,10,0,130,1.4,2,0,2,2,0,0,0,0,1.3,1.3,0.0,1.3,4,3,12,1.38,0.00,1.38,1.38,1.38,0.93,0.00,0.93,0.93,0.93,Matches
1627,Kasey McAteer,ie IRL,"FW,MF",Leicester City,eng Premier League,23-107,2001,11,4,386,4.3,0,1,1,0,0,0,1,0,0.6,0.6,0.4,0.9,13,8,36,0.00,0.23,0.23,0.00,0.23,0.13,0.08,0.21,0.13,0.21,Matches
1628,Oliver McBurnie,sct SCO,FW,Las Palmas,es La Liga,28-278,1996,22,11,1040,11.6,0,5,5,0,0,0,0,0,1.7,1.7,2.2,3.9,5,20,54,0.00,0.43,0.43,0.00,0.43,0.14,0.19,0.34,0.14,0.34,Matches
1629,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,35-096,1989,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1630,John McGinn,sct SCO,"MF,FW",Aston Villa,eng Premier League,30-142,1994,25,22,1777,19.7,0,3,3,0,0,0,6,0,2.0,2.0,2.7,4.7,26,83,64,0.00,0.15,0.15,0.00,0.15,0.10,0.13,0.24,0.10,0.24,Matches
1631,Scott McKenna,sct SCO,DF,Las Palmas,es La Liga,28-117,1996,21,20,1746,19.4,0,0,0,0,0,0,5,1,0.8,0.8,0.2,1.0,5,24,1,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
1632,Weston McKennie,us USA,"MF,DF",Juventus,it Serie A,26-193,1998,21,17,1463,16.3,2,3,5,2,0,0,2,0,1.5,1.5,2.2,3.7,15,58,92,0.12,0.18,0.31,0.12,0.31,0.09,0.14,0.23,0.09,0.23,Matches
1633,Mark McKenzie,us USA,DF,Toulouse,fr Ligue 1,26-012,1999,23,22,1930,21.4,1,0,1,1,0,0,1,0,1.0,1.0,0.4,1.4,6,75,3,0.05,0.00,0.05,0.05,0.05,0.05,0.02,0.06,0.05,0.06,Matches
1634,Dwight McNeil,eng ENG,"MF,FW",Everton,eng Premier League,25-107,1999,13,13,1140,12.7,3,3,6,3,0,0,1,0,0.9,0.9,3.5,4.4,31,60,65,0.24,0.24,0.47,0.24,0.47,0.07,0.27,0.34,0.07,0.34,Matches
1635,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,28-091,1996,2,0,19,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,2,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.33,0.33,Matches
1636,Scott McTominay,sct SCO,MF,Napoli,it Serie A,28-091,1996,24,23,2064,22.9,6,2,8,6,0,0,3,0,5.1,5.1,1.5,6.6,36,76,92,0.26,0.09,0.35,0.26,0.35,0.22,0.07,0.29,0.22,0.29,Matches
1637,Jakov Medić,hr CRO,DF,Bochum,de Bundesliga,26-183,1998,18,13,1249,13.9,1,0,1,1,0,0,2,0,0.6,0.6,0.1,0.7,1,17,2,0.07,0.00,0.07,0.07,0.07,0.05,0.01,0.05,0.05,0.05,Matches
1638,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,25-285,1999,21,21,1824,20.3,0,1,1,0,0,0,9,1,1.3,1.3,1.2,2.5,40,129,32,0.00,0.05,0.05,0.00,0.05,0.06,0.06,0.12,0.06,0.12,Matches
1639,Ben Mee,eng ENG,DF,Brentford,eng Premier League,35-169,1989,6,2,177,2.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,11,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1640,Jayden Meghoma,eng ENG,DF,Brentford,eng Premier League,18-254,2006,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1641,Henrik Meister,dk DEN,FW,Rennes,fr Ligue 1,21-112,2003,4,0,63,0.7,1,0,1,1,0,0,0,0,0.1,0.1,0.3,0.3,2,1,4,1.43,0.00,1.43,1.43,1.43,0.09,0.37,0.45,0.09,0.45,Matches
1642,Bamo Meïté,ci CIV,DF,Montpellier,fr Ligue 1,23-096,2001,4,4,248,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1643,Bamo Meïté,ci CIV,"DF,MF",Marseille,fr Ligue 1,23-096,2001,3,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1644,Mohamed Meité,fr FRA,FW,Rennes,fr Ligue 1,17-149,2007,5,1,125,1.4,0,0,0,0,0,0,0,0,0.9,0.9,0.1,0.9,1,1,5,0.00,0.00,0.00,0.00,0.00,0.63,0.05,0.68,0.63,0.68,Matches
1645,Mateo Mejía,es ESP,FW,Sevilla,es La Liga,21-343,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1646,Farid El Melali,dz ALG,FW,Angers,fr Ligue 1,27-308,1997,22,18,1500,16.7,2,2,4,2,0,0,1,0,2.4,2.4,2.8,5.1,52,27,86,0.12,0.12,0.24,0.12,0.24,0.14,0.16,0.31,0.14,0.31,Matches
1647,Filippo Melegoni,it ITA,"MF,FW",Genoa,it Serie A,26-019,1999,3,1,89,1.0,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.5,0,1,2,0.00,1.01,1.01,0.00,1.01,0.04,0.51,0.55,0.04,0.55,Matches
1648,Arthur Melo,br BRA,MF,Girona,es La Liga,28-209,1996,3,0,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,11,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1649,Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,22-263,2002,17,15,1260,14.0,0,2,2,0,0,0,1,0,0.9,0.9,3.7,4.7,41,98,79,0.00,0.14,0.14,0.00,0.14,0.07,0.27,0.33,0.07,0.33,Matches
1650,Brais Méndez,es ESP,MF,Real Sociedad,es La Liga,28-061,1997,21,15,1259,14.0,3,1,4,3,0,0,4,0,2.8,2.8,1.7,4.5,24,74,74,0.21,0.07,0.29,0.21,0.29,0.20,0.12,0.32,0.20,0.32,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1651,Antoine Mendy,fr FRA,DF,Nice,fr Ligue 1,20-286,2004,11,5,539,6.0,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,9,20,11,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.09,0.07,0.09,Matches
1652,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,29-274,1995,14,12,1005,11.2,0,1,1,0,0,0,1,1,0.0,0.0,0.5,0.5,12,36,40,0.00,0.09,0.09,0.00,0.09,0.00,0.05,0.05,0.00,0.05,Matches
1653,Nampalys Mendy,sn SEN,MF,Lens,fr Ligue 1,32-259,1992,5,2,192,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1654,Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,26-234,1998,19,18,1614,17.9,0,1,1,0,0,0,2,0,0.2,0.2,1.9,2.1,36,69,66,0.00,0.06,0.06,0.00,0.06,0.01,0.11,0.12,0.01,0.12,Matches
1655,Alex Meret,it ITA,GK,Napoli,it Serie A,27-352,1997,24,24,2105,23.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1656,Mikel Merino,es ESP,"MF,FW",Arsenal,eng Premier League,28-260,1996,19,10,969,10.8,4,1,5,4,0,0,2,0,3.4,3.4,1.2,4.6,6,48,65,0.37,0.09,0.46,0.37,0.46,0.32,0.11,0.43,0.32,0.43,Matches
1657,Quentin Merlin,fr FRA,DF,Marseille,fr Ligue 1,22-297,2002,18,16,1206,13.4,1,3,4,1,0,0,1,0,1.3,1.3,2.6,3.9,30,61,127,0.07,0.22,0.30,0.07,0.30,0.09,0.20,0.29,0.09,0.29,Matches
1658,Víctor Meseguer,es ESP,MF,Valladolid,es La Liga,25-273,1999,14,2,418,4.6,0,0,0,0,0,0,1,0,0.7,0.7,0.0,0.7,2,22,22,0.00,0.00,0.00,0.00,0.00,0.15,0.01,0.15,0.15,0.15,Matches
1659,Rafik Messali,fr FRA,DF,Toulouse,fr Ligue 1,21-315,2003,8,3,290,3.2,0,0,0,0,0,0,0,0,0.2,0.2,0.7,0.9,10,13,15,0.00,0.00,0.00,0.00,0.00,0.07,0.21,0.28,0.07,0.28,Matches
1660,Junior Messias,br BRA,"MF,FW",Genoa,it Serie A,33-300,1991,10,5,537,6.0,1,1,2,1,0,1,1,0,2.0,1.1,0.3,1.4,21,22,35,0.17,0.17,0.34,0.17,0.34,0.34,0.05,0.38,0.18,0.23,Matches
1661,Connor Metcalfe,au AUS,MF,St. Pauli,de Bundesliga,25-124,1999,4,2,227,2.5,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,5,6,8,0.00,0.00,0.00,0.00,0.00,0.14,0.05,0.19,0.14,0.19,Matches
1662,Karol Mets,ee EST,DF,St. Pauli,de Bundesliga,31-297,1993,10,10,900,10.0,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,5,54,2,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
1663,Thomas Meunier,be BEL,DF,Lille,fr Ligue 1,33-178,1991,22,14,1291,14.3,1,0,1,1,0,0,3,0,1.5,1.5,0.6,2.0,41,85,104,0.07,0.00,0.07,0.07,0.07,0.10,0.04,0.14,0.10,0.14,Matches
1664,Alexander Meyer,de GER,GK,Dortmund,de Bundesliga,33-330,1991,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
1665,Shumaira Mheuka,eng ENG,MF,Chelsea,eng Premier League,17-140,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,5.06,0.00,5.06,5.06,5.06,Matches
1666,Lucas Michal,fr FRA,"FW,MF",Monaco,fr Ligue 1,19-261,2005,7,0,100,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.9,1.1,3,4,11,0.00,0.00,0.00,0.00,0.00,0.20,0.81,1.02,0.20,1.02,Matches
1667,Florian Micheler,at AUT,MF,Hoffenheim,de Bundesliga,19-296,2005,1,0,32,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1668,Miguel,es ESP,FW,Leganés,es La Liga,25-187,1999,26,17,1593,17.7,1,3,4,0,1,2,3,0,4.2,2.6,1.4,4.0,13,16,83,0.06,0.17,0.23,0.00,0.17,0.24,0.08,0.32,0.15,0.23,Matches
1669,Valentin Mihaila,ro ROU,"FW,MF",Parma,it Serie A,25-035,2000,21,16,1288,14.3,0,3,3,0,0,0,2,0,2.4,2.4,1.2,3.6,25,41,72,0.00,0.21,0.21,0.00,0.21,0.17,0.08,0.25,0.17,0.25,Matches
1670,Georges Mikautadze,ge GEO,FW,Lyon,fr Ligue 1,24-129,2000,24,9,998,11.1,6,2,8,5,1,2,1,0,6.7,5.1,1.6,6.6,25,40,101,0.54,0.18,0.72,0.45,0.63,0.61,0.14,0.75,0.46,0.60,Matches
1671,Igor Miladinović,rs SRB,"FW,MF",Saint-Étienne,fr Ligue 1,21-274,2003,3,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1672,Nikola Milenković,rs SRB,DF,Nott'ham Forest,eng Premier League,27-148,1997,27,27,2430,27.0,3,1,4,3,0,0,4,0,3.4,3.4,0.3,3.7,2,40,5,0.11,0.04,0.15,0.11,0.15,0.13,0.01,0.14,0.13,0.14,Matches
1673,Lewis Miley,eng ENG,MF,Newcastle Utd,eng Premier League,18-312,2006,8,1,192,2.1,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.6,1,12,4,0.47,0.00,0.47,0.47,0.47,0.25,0.01,0.27,0.25,0.27,Matches
1674,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,28-017,1997,27,27,2430,27.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
1675,Éder Militão,br BRA,DF,Real Madrid,es La Liga,27-050,1998,12,11,938,10.4,1,1,2,1,0,0,2,0,0.6,0.6,0.5,1.1,7,46,1,0.10,0.10,0.19,0.10,0.19,0.06,0.05,0.11,0.06,0.11,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1676,Luis Milla,es ESP,MF,Getafe,es La Liga,30-153,1994,22,21,1901,21.1,1,2,3,0,1,1,3,0,1.5,0.7,1.9,2.6,23,105,21,0.05,0.09,0.14,0.00,0.09,0.07,0.09,0.16,0.03,0.12,Matches
1677,Pere Milla,es ESP,"MF,FW",Espanyol,es La Liga,32-167,1992,10,1,246,2.7,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,5,5,18,0.00,0.00,0.00,0.00,0.00,0.10,0.04,0.14,0.10,0.14,Matches
1678,Enzo Millot,fr FRA,"MF,FW",Stuttgart,de Bundesliga,22-235,2002,24,18,1500,16.7,4,3,7,4,0,1,7,0,6.4,5.5,2.2,7.7,30,103,108,0.24,0.18,0.42,0.24,0.42,0.38,0.13,0.51,0.33,0.46,Matches
1679,James Milner,eng ENG,MF,Brighton,eng Premier League,39-064,1986,3,3,169,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,1,10,10,0.00,0.00,0.00,0.00,0.00,0.09,0.12,0.21,0.09,0.21,Matches
1680,Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,28-114,1996,23,23,2005,22.3,2,0,2,2,0,0,2,0,1.6,1.6,0.3,1.9,13,167,4,0.09,0.00,0.09,0.09,0.09,0.07,0.01,0.09,0.07,0.09,Matches
1681,Yerry Mina,co COL,DF,Cagliari,it Serie A,30-167,1994,24,24,1989,22.1,0,0,0,0,0,0,6,1,1.9,1.9,0.3,2.3,11,64,9,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.10,0.09,0.10,Matches
1682,Takumi Minamino,jp JPN,"MF,FW",Monaco,fr Ligue 1,30-052,1995,22,19,1572,17.5,4,3,7,4,0,0,2,0,7.0,7.0,5.0,12.0,31,85,136,0.23,0.17,0.40,0.23,0.40,0.40,0.29,0.69,0.40,0.69,Matches
1683,Lucas Mincarelli,fr FRA,DF,Montpellier,fr Ligue 1,21-063,2004,4,3,251,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,6,11,11,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Matches
1684,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,31-361,1993,10,8,781,8.7,0,0,0,0,0,0,1,0,0.6,0.6,0.2,0.8,3,29,0,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches
1685,Óscar Mingueza,es ESP,"MF,DF",Celta Vigo,es La Liga,25-300,1999,24,22,1898,21.1,3,5,8,3,0,0,4,1,1.0,1.0,4.7,5.7,47,135,126,0.14,0.24,0.38,0.14,0.38,0.05,0.22,0.27,0.05,0.27,Matches
